Model,Selling Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Insurance,Car Condition
HyundaiCreta1.6CRDISXPLUS,1246699,22608,2017,First Owner,Diesel,AUTOMATIC,24-07-2021,4.8
RenaultDuster85PS,402399,73503,2013,Second Owner,Diesel,MANUAL,05-11-2021,3.8
Hyundaii20MAGNAO,295885,64703,2013,First Owner,Petrol,MANUAL,18-04-2021,4.5
HyundaiGrandi10SPORTZAT1.2KAPPA,565099,20935,2018,First Owner,Petrol,AUTOMATIC,21-06-2021,4.8
MarutiSwift,483499,21714,2017,Second Owner,Petrol,MANUAL,06-06-2021,4.6
MarutiWagonR1.0LXI,272099,99966,2012,First Owner,Petrol + CNG,MANUAL,01-02-2021,4.3
MarutiSwiftDzireVDIBS,456399,75547,2013,Second Owner,Diesel,MANUAL,22-10-2021,4.3
MarutiVitaraBrezza,883799,24353,2019,First Owner,Diesel,MANUAL,24-09-2021,4.5
ToyotaEtiosLiva,326099,67401,2013,First Owner,Diesel,MANUAL,27-07-2021,4.4
MarutiWagonR1.0LXI,349575,75341,2013,Second Owner,Petrol + CNG,MANUAL,10-08-2021,4.3
Hyundaii10SPORTZ1.2,320570,43617,2012,Second Owner,Petrol,MANUAL,30-07-2021,4.2
MarutiSwift,474399,75644,2015,First Owner,Petrol,MANUAL,26-02-2021,4.2
Hyundaii20MAGNAO,317599,39086,2011,First Owner,Petrol,MANUAL,30-03-2021,4.5
HondaBrio1.2SMTI,320099,52290,2015,First Owner,Petrol,MANUAL,23-07-2021,4.3
MarutiAlto800,261499,8267,2017,First Owner,Petrol,MANUAL,14-07-2021,4.8
MarutiSwiftDzireVXI1.2BS,377750,86980,2012,First Owner,Petrol,MANUAL,29-06-2021,4.9
MarutiZenEstilo,248099,32137,2011,Second Owner,Petrol,MANUAL,27-03-2021,4.5
HondaCityV,420399,51808,2012,Second Owner,Petrol,AUTOMATIC,15-04-2021,4
MarutiErtiga,408199,83719,2012,First Owner,Diesel,MANUAL,30-10-2021,4.3
HyundaiGrandi10SPORTZ(O)1.2AT,541500,20037,2017,First Owner,Petrol,MH12,3rd Party,4.4
HyundaiSantroXingGL,256199,91014,2014,First Owner,Petrol + CNG,MANUAL,27-09-2021,4.1
MarutiRitz,258799,82092,2010,First Owner,Diesel,MANUAL,04-09-2021,3.9
MarutiVitaraBrezzaVDI,638199,64429,2017,First Owner,Diesel,MANUAL,07-07-2021,4.8
ToyotaInnova2.5VX8STRBS,818599,67180,2014,First Owner,Diesel,MANUAL,Expired,4.5
MarutiErtiga,452699,125259,2012,First Owner,Petrol,MANUAL,11-07-2021,4.2
HondaCityVXCVT,708899,36119,2015,First Owner,Petrol,AUTOMATIC,Expired,4.3
MarutiSwift,333240,33742,2013,First Owner,Petrol,MANUAL,Expired,4.3
NissanSunnyXL,181899,196982,2012,First Owner,Diesel,MANUAL,10-08-2021,4.2
MarutiSwift,356999,86246,2012,First Owner,Petrol,MANUAL,Comp,4
ToyotaEtiosLiva,318099,61443,2012,First Owner,Diesel,MANUAL,20-06-2021,4.5
MarutiZenEstilo,78599,97341,2008,Second Owner,Petrol + CNG,MANUAL,13-11-2020,4.3
HyundaiElitei201.2SPORTSPLUS,698399,51372,2019,First Owner,Petrol,HR05,Zero_Dep,4.8
MarutiWagonR1.0VXI+(O),441399,21187,2017,First Owner,Petrol,KA03,Comp,4.5
HondaBrio1.2SMTI,373799,23011,2013,Second Owner,Petrol,MANUAL,16-09-2021,4.1
MarutiSwift,489399,28652,2014,First Owner,Diesel,MANUAL,11-03-2021,4.7
MarutiAltoK10,346099,54173,2018,First Owner,Petrol,MANUAL,21-03-2021,4.5
MarutiWagonR1.0,235699,96735,2013,Second Owner,Petrol,MANUAL,24-02-2021,4.1
MarutiAlto,167999,48254,2010,First Owner,Petrol,MANUAL,12-12-2021,4.5
SsangyongRexton,475399,72550,2013,First Owner,Diesel,MANUAL,Expired,4
MarutiBalenoALPHADDIS,589499,88453,2016,First Owner,Diesel,MANUAL,09-10-2021,4.7
MarutiSwiftDzireVDIBS,333399,105059,2011,Second Owner,Diesel,MANUAL,17-06-2021,4.2
MarutiZenEstilo,183399,71023,2008,Second Owner,Petrol,MANUAL,24-05-2021,4.1
HyundaiElitei20SPORTZ,506699,91244,2015,First Owner,Diesel,MANUAL,Expired,4.2
RenaultKwidRXT1.0EASY-RAT,458299,5726,2019,First Owner,Petrol,AUTOMATIC,12-07-2021,5
MarutiAltoK10VXI,361399,15293,2017,First Owner,Petrol,MANUAL,15-10-2021,4.6
MarutiSwiftDzireVDIBS,414599,95770,2014,First Owner,Diesel,MANUAL,28-10-2021,4.3
HyundaiCreta1.6SXPLUS,758699,111100,2016,First Owner,Diesel,MANUAL,Expired,4.7
HyundaiCreta1.6SX,984999,76226,2016,First Owner,Diesel,TS09,Zero_Dep,4.5
MarutiSwift,336899,64993,2011,First Owner,Diesel,MANUAL,22-03-2021,4
BMW3Series,1505899,51266,2015,Second Owner,Diesel,AUTOMATIC,28-02-2021,4.7
MarutiSwiftZXIPLUS,741499,15415,2019,First Owner,Petrol,MH47,Zero_Dep,4.9
HondaCityVX(O),541599,84851,2014,First Owner,Petrol,MH02,Third_party,4.3
SkodaRapid1.5TDIMTAmbition,586799,83967,2016,First Owner,Diesel,MANUAL,23-10-2021,4.6
HondaCityVMT,525799,94066,2014,First Owner,Petrol,MANUAL,29-10-2021,4.3
MarutiAltoK10,306799,70048,2015,First Owner,Petrol,MANUAL,18-02-2021,4.1
NissanSunnyXL,254799,116831,2012,First Owner,Diesel,MANUAL,03-05-2021,4.2
HyundaiElitei201.4CRDIASTA,653299,83167,2016,First Owner,Diesel,MANUAL,28-07-2021,4.3
HondaCitySMT,451699,44987,2010,First Owner,Petrol,MANUAL,09-04-2021,4.3
HondaAmaze1.2VMT,663799,19222,2018,First Owner,Petrol,DL3C,Zero_Dep,4.6
MarutiAlto800,277099,47169,2013,First Owner,Petrol,MANUAL,23-07-2021,4.2
HondaCitySMT,212899,72880,2008,First Owner,Petrol,MANUAL,Expired,4.8
HyundaiVerna,281702,53029,2009,Second Owner,Petrol,MANUAL,24-06-2021,4.1
MarutiSwiftVDI,408599,89947,2014,First Owner,Diesel,MANUAL,09-12-2020,4.3
MarutiWagonR1.0,428999,53211,2018,Second Owner,Petrol,MANUAL,05-10-2021,4.5
HyundaiGrandi10SPORTZ1.1,294461,97600,2014,First Owner,Diesel,MANUAL,07-01-2022,4.4
Hyundaii20MAGNAO,314399,47774,2012,First Owner,Petrol,MANUAL,25-10-2021,4.3
MarutiZenEstilo,134099,35561,2009,Second Owner,Petrol,MANUAL,15-07-2021,4.1
MarutiSwiftVDI,440099,25850,2015,First Owner,Diesel,MANUAL,09-04-2021,4.5
MarutiSwift,385199,146312,2012,First Owner,Diesel,MANUAL,Insurance Expired,4
Hyundaii20MAGNAO,344599,24034,2012,First Owner,Petrol,MANUAL,14-03-2021,4.1
MarutiSwift,339499,27649,2012,First Owner,Petrol,MANUAL,20-01-2021,4.3
HondaMobilio1.5VOPTI,389999,70258,2014,First Owner,Diesel,MANUAL,20-10-2021,4.4
MarutiAlto800,295699,21745,2017,First Owner,Petrol,MANUAL,18-06-2021,4.7
HondaCityV,1004199,9671,2019,First Owner,Petrol,DL11,Zero_Dep,4.9
HyundaiEonERA,181299,43604,2013,First Owner,Petrol,MANUAL,07-01-2021,4.2
MarutiAltoK10,240299,35810,2014,Second Owner,Petrol,MANUAL,29-11-2021,4.2
Hyundaii10SPORTZ,208120,59044,2008,First Owner,Petrol,MANUAL,Expired,4
MarutiRitzVXIBS,261409,55012,2010,First Owner,Petrol,MANUAL,12-08-2021,4
ToyotaInnovaCrysta2.8ZXAT7,1952397,56600,2018,First Owner,Diesel,AUTOMATIC,24-10-2021,4.8
Hyundaii20ERA,284199,37076,2012,Second Owner,Petrol,MANUAL,11-10-2021,4.5
MarutiWagonR1.0LXICNGLIMITED,333399,78461,2014,First Owner,Petrol + CNG,DL2C,Comp,4.3
Hyundaii20MAGNAO,339844,51654,2011,First Owner,Petrol,MANUAL,11-04-2021,4.1
MarutiBalenoDELTA1.2,548999,28786,2018,First Owner,Petrol,MANUAL,Zero_Dep,4.8
MarutiSwift,344499,73151,2010,Second Owner,Diesel,MANUAL,07-03-2021,4.2
VolkswagenPoloCOMFORTLINE1.2L,355530,66519,2016,Second Owner,Petrol,MANUAL,Expired,4.3
MahindraTharCRDE4X4BS,822193,30586,2017,Second Owner,Diesel,MANUAL,04-06-2021,5
HondaCityVXMT,668999,48085,2016,First Owner,Petrol,MANUAL,Expired,4.6
Hyundaii20SPORTZ1.4,294799,55764,2012,Second Owner,Diesel,MANUAL,08-10-2021,4.3
HondaBrio1.2SMTI,300499,33783,2012,First Owner,Petrol,MANUAL,17-07-2021,4.4
MarutiZenEstilo,151015,68075,2008,First Owner,Petrol,MANUAL,03-04-2021,4.3
HondaAmaze1.5SMTI,330690,99345,2013,Second Owner,Diesel,MANUAL,10-11-2021,4.2
RenaultDuster85PS,469199,118398,2013,First Owner,Diesel,MANUAL,29-10-2021,4.2
MarutiAlto800,290999,10123,2018,First Owner,Petrol,MANUAL,14-06-2021,4.8
MahindraXUV500W10,1028708,64051,2016,First Owner,Diesel,AUTOMATIC,08-09-2021,4.9
MarutiAltoK10,180199,21023,2012,Second Owner,Petrol,MANUAL,07-07-2021,4.3
SkodaSuperb1.8TSISTYLE,1429399,37870,2016,First Owner,Petrol,AUTOMATIC,31-07-2021,4
RenaultKwidCLIMBER1.0,427899,33823,2018,First Owner,Petrol,KA53,Comp,4.3
MarutiErtigaVDI,402399,87825,2013,First Owner,Diesel,MANUAL,23-02-2021,4.2
FordEcosport1.5TITANIUM,534799,111524,2014,First Owner,Diesel,MANUAL,15-06-2021,4
Hyundaii10SPORTZ1.2AT,364499,69848,2012,First Owner,Petrol,AUTOMATIC,03-12-2021,4.3
FordEcosport1.5TREND,415799,66940,2013,First Owner,Diesel,MANUAL,18-11-2021,4.5
MarutiWagonR1.0,231299,48546,2011,Second Owner,Petrol,MANUAL,15-10-2021,4
VolkswagenPoloCOMFORTLINE1.2L,302899,40836,2012,First Owner,Petrol,MANUAL,Expired,3.9
HyundaiGrandi10MAGNA1.2KAPPA,383599,23213,2017,First Owner,Petrol,MANUAL,15-08-2021,4.8
MarutiAltoK10,334599,20127,2014,Second Owner,Petrol,MANUAL,22-08-2021,4.3
MarutiAlto,229399,35190,2012,Second Owner,Petrol,MANUAL,Expired,4.3
ToyotaInnova2.5VX7STRBS,1016899,111562,2015,First Owner,Diesel,MANUAL,02-03-2021,4.7
MarutiAlto,222199,41967,2011,First Owner,Petrol,MANUAL,22-06-2021,3.9
ToyotaFortuner3.0MT,1189399,46415,2013,First Owner,Diesel,MANUAL,29-03-2021,4.5
ToyotaInnovaCrysta2.4VX8,1457099,183456,2017,First Owner,Diesel,MANUAL,18-01-2022,4.4
MarutiAlto,252599,26363,2009,First Owner,Petrol,MANUAL,Expired,4.3
FordEcosport1.5TITANIUM,696599,39286,2015,First Owner,Diesel,MANUAL,08-06-2021,4.6
FordFigo1.4EXI,246999,100669,2015,First Owner,Diesel,MANUAL,Expired,4
HondaCityVMT,336699,135778,2010,First Owner,Petrol,MANUAL,30-04-2021,4.5
MarutiAlto,134799,42016,2010,First Owner,Petrol,MANUAL,28-04-2021,4.3
MarutiErtiga,549199,30956,2015,Second Owner,Petrol,MANUAL,19-10-2021,4
HondaCitySMT,263899,111451,2010,First Owner,Petrol,MANUAL,24-02-2021,4.2
MarutiWagonR1.0,390399,57275,2014,First Owner,Petrol,MANUAL,01-01-2022,4.4
MarutiAltoK10,128899,83421,2010,Second Owner,Petrol,MANUAL,25-09-2021,3.6
MarutiAlto800,335661,16787,2017,First Owner,Petrol,MANUAL,10-01-2022,4.7
Hyundaii10SPORTZ1.2,345999,15260,2012,First Owner,Petrol,MANUAL,Expired,4.3
HondaAmaze1.5SMTI,343899,55933,2014,First Owner,Diesel,MANUAL,26-03-2021,4.6
MarutiNewWagon-RLXI1.0,456099,9028,2019,First Owner,Petrol,DL12,Zero_Dep,4.9
MarutiDzire,741599,19717,2019,First Owner,Diesel,MANUAL,11-03-2021,4.6
MarutiSwiftDzireVDIBS,470199,61450,2013,First Owner,Diesel,MANUAL,22-12-2021,4.2
VolkswagenPoloHIGHLINE1.2L,416299,46682,2016,Third Owner,Petrol,MANUAL,24-02-2021,4.5
MarutiWagonR1.0,402899,12380,2015,First Owner,Petrol,MANUAL,22-03-2021,4.4
HyundaiElitei20ASTA,730599,45552,2017,First Owner,Petrol,MANUAL,24-06-2021,4.6
HondaAccord2.4ATI,275499,54858,2008,Second Owner,Petrol,AUTOMATIC,24-02-2021,4.2
HondaCitySMT,337199,127174,2011,First Owner,Petrol,MANUAL,27-02-2021,3.7
MarutiSwift,504255,38597,2015,First Owner,Petrol,MANUAL,10-03-2021,4.6
MarutiSwiftDzireVDIBS,289999,128836,2012,First Owner,Diesel,MANUAL,14-02-2021,4
MarutiAltoK10,346399,7960,2015,First Owner,Petrol,MANUAL,25-08-2021,4.7
RenaultKwidRXT,378799,8500,2016,First Owner,Petrol,MANUAL,08-05-2021,4.7
Hyundaii10MAGNA1.2,248899,32101,2011,First Owner,Petrol,MANUAL,12-01-2021,4.2
Hyundaii10MAGNA1.2,285199,57031,2013,Second Owner,Petrol,MANUAL,16-10-2021,4.3
MarutiAlto800,280999,21691,2017,First Owner,Petrol,MANUAL,12-05-2021,4.6
FordEcosport1.5TITANIUMPLUSTIVCT,859499,16856,2017,First Owner,Petrol,MH04,Expired,4.8
Hyundaii10MAGNA1.2,251399,88696,2012,First Owner,Petrol,MANUAL,04-07-2021,4.3
MarutiWagonR1.0,420399,20550,2017,First Owner,Petrol,MANUAL,18-10-2021,4.6
ToyotaEtios,258899,160368,2012,Second Owner,Diesel,MANUAL,26-05-2021,4.3
HyundaiVernaFLUIDIC1.6EX,305599,88812,2011,First Owner,Diesel,MANUAL,10-11-2021,4.5
MarutiSwift,288699,95044,2010,First Owner,Petrol,MANUAL,20-01-2021,3.9
MarutiSwiftDzireVXI1.2BS,410599,59395,2014,First Owner,Petrol,MANUAL,26-03-2021,4.3
RenaultKwidCLIMBER,321814,14802,2017,Second Owner,Petrol,DL12,Third_party,4.7
HyundaiElitei20ASTA1.2,644000,23136,2017,First Owner,Petrol,MANUAL,23-06-2020,4.5
MarutiCiazZDI+,695799,76673,2016,First Owner,Diesel,MANUAL,Expired,4.6
HyundaiGrandi10SPORTS1.2,510799,21601,2018,First Owner,Petrol,MANUAL,21-12-2021,4.7
MarutiCelerioVXI,448299,19290,2016,Second Owner,Petrol,AUTOMATIC,01-12-2020,4.7
MarutiCelerioVXI,406099,53799,2014,First Owner,Petrol,AUTOMATIC,07-09-2021,4.3
HondaBrio1.2SMTI,223399,103826,2012,First Owner,Petrol,MANUAL,25-07-2021,4.2
ToyotaFortuner3.0MT,1012699,93756,2011,First Owner,Diesel,MANUAL,17-02-2021,4.4
VolkswagenPoloHIGHLINE1.5L,550699,68093,2015,Second Owner,Diesel,MANUAL,Expired,4.3
HondaBrio1.2SMTI,257199,118056,2012,Second Owner,Petrol,MANUAL,21-06-2021,3.9
MarutiAltoK10,241599,45540,2017,Third Owner,Petrol,MANUAL,10-01-2021,4.8
MarutiAlto800,261499,57525,2013,First Owner,Petrol,MANUAL,28-03-2021,4.3
HondaCityV,465599,104084,2013,First Owner,Petrol,AUTOMATIC,12-02-2021,4.3
HondaCitySMT,244699,73179,2009,Second Owner,Petrol,MANUAL,20-02-2021,4.3
HondaBrio1.2SMTI,232999,39877,2012,First Owner,Petrol,MANUAL,21-03-2021,4
HondaCivic1.8V,212199,76158,2009,First Owner,Petrol,MANUAL,10-01-2022,4
HyundaiSantroXing,201599,102210,2009,Third Owner,Petrol,MANUAL,22-05-2021,4.2
MarutiSwiftDzireVXI1.2BS,312899,101605,2012,First Owner,Petrol,MANUAL,13-05-2021,4.1
ToyotaInnovaCrysta2.4VX7,1817180,65165,2018,First Owner,Diesel,MANUAL,12-04-2021,4.7
MarutiAltoK10,278199,20994,2011,First Owner,Petrol,MANUAL,02-09-2021,4.2
MarutiSwiftDzireVXI1.2BS,410799,63051,2014,First Owner,Petrol,MANUAL,20-11-2021,4.3
MarutiSwift,418399,66664,2015,First Owner,Petrol,MANUAL,15-04-2021,4.2
MarutiSwift,425599,74031,2014,First Owner,Petrol,MANUAL,30-07-2021,4.4
HyundaiElitei20Sportz(O)1.4CRDi,496999,44073,2014,First Owner,Diesel,MH43,,4.6
MarutiErtigaVXI,708599,108116,2017,First Owner,Petrol + CNG,MANUAL,31-10-2021,4.6
VolkswagenVentoHIGHLINE,447499,71136,2013,First Owner,Diesel,MANUAL,25-03-2021,4.2
ToyotaYARISJ,837499,26850,2018,First Owner,Petrol,MH43,Comp,4.9
MarutiSwiftVDI,481799,98101,2015,First Owner,Diesel,MANUAL,24-07-2021,4.2
MarutiSwiftDzireVXI1.2BS,430499,115096,2012,First Owner,Petrol,MANUAL,10-04-2021,4.2
HondaBrio1.2SMTI,331599,29164,2014,First Owner,Petrol,MANUAL,10-12-2021,4.6
MarutiWagonR,122999,54099,2009,Second Owner,Petrol,MANUAL,Expired,3.6
ToyotaEtiosLivaD4D,191599,141262,2011,First Owner,Diesel,MANUAL,13-12-2020,4.2
MarutiSwiftDzireVDIBS,300899,121168,2012,First Owner,Diesel,MANUAL,17-10-2021,4.2
MarutiWagonR1.0LXI,380399,56328,2017,First Owner,Petrol + CNG,MANUAL,15-01-2021,4.6
HyundaiEon,157199,68269,2011,Second Owner,Petrol,MANUAL,29-12-2020,4.1
Hyundaii10SPORTZ1.2,354899,40807,2012,First Owner,Petrol,MANUAL,Expired,4.4
MarutiEeco5STRCNGWITHAC,407082,49185,2018,First Owner,Petrol + CNG,MANUAL,08-02-2022,4.7
MarutiWagonR1.0,250200,34903,2013,Second Owner,Petrol,MANUAL,22-03-2021,4.3
MarutiVitaraBrezzaLDI,801299,16077,2018,First Owner,Diesel,MANUAL,16-10-2021,4.9
MarutiErtigaZDIPLUS,689099,129011,2015,Second Owner,Diesel,MANUAL,17-12-2020,4.1
MarutiEeco5STRCNGWITHAC,317099,23719,2018,First Owner,Petrol + CNG,MANUAL,Expired,4.4
MarutiAlto800,314799,10457,2019,First Owner,Petrol,MANUAL,11-02-2022,4.9
MarutiZenEstilo,130999,38285,2009,First Owner,Petrol,MANUAL,28-05-2021,4.3
MarutiAltoK10,234199,68156,2012,Second Owner,Petrol,MANUAL,19-07-2021,4.1
MarutiRitz,350999,112264,2012,First Owner,Diesel,MANUAL,28-05-2021,4.4
HondaBrio1.2SMTI,279399,76938,2014,First Owner,Petrol,MANUAL,08-09-2021,4.5
MarutiSwiftDzireVDIBS,433983,62602,2013,First Owner,Diesel,MANUAL,30-05-2021,4.4
Hyundaii20SPORTZ1.2,372299,25341,2013,First Owner,Petrol,MANUAL,14-01-2021,4.4
ToyotaFortuner3.0MT,1144199,66958,2012,First Owner,Diesel,MANUAL,12-04-2021,4.9
VolkswagenVentoHIGHLINETDI,639499,38459,2015,First Owner,Diesel,AUTOMATIC,26-09-2021,4.6
Hyundaii10SPORTZ1.2AT,376499,59419,2013,Second Owner,Petrol,AUTOMATIC,18-01-2021,4.3
HondaCitySMT,433699,69029,2014,First Owner,Diesel,MANUAL,30-09-2021,4.2
MarutiSwiftDzireZXI1.2BS,511099,80800,2015,Third Owner,Petrol,MANUAL,01-02-2021,4.1
MarutiAltoK10,177899,42358,2011,First Owner,Petrol,MANUAL,26-03-2021,4.4
HyundaiSantroXing,194278,94272,2008,Second Owner,Petrol,MANUAL,28-12-2021,4.5
MarutiWagonR1.0VXI,512610,14747,2018,First Owner,Petrol,AUTOMATIC,13-12-2021,4.9
Hyundaii10SPORTZ1.2,297399,44955,2011,First Owner,Petrol,MANUAL,Expired,4.2
MarutiRitzVXIBS,333499,45317,2013,First Owner,Petrol,MANUAL,Expired,4.3
HyundaiSantroXing,182599,50156,2009,Second Owner,Petrol,MANUAL,Expired,4.1
HondaAmaze1.2VCVTI,594299,43260,2018,First Owner,Petrol,PB10,Third_party,4.5
MarutiEeco5STRCNGWITHAC,361853,22346,2018,First Owner,Petrol + CNG,MANUAL,27-12-2021,4.8
HyundaiSantroXing,241199,31094,2009,First Owner,Petrol,MANUAL,Expired,4.3
HyundaiElitei20ASTA1.4,588099,143079,2015,First Owner,Diesel,MANUAL,06-04-2021,4.4
MarutiBalenoDELTADDIS,733199,7271,2019,First Owner,Diesel,MANUAL,04-04-2021,4.9
MarutiAlto800,309199,34638,2018,First Owner,Petrol,MANUAL,03-07-2021,4
MarutiWagonR1.0,376999,23315,2013,First Owner,Petrol,MANUAL,16-03-2021,4.3
MarutiWagonR1.0,338699,29425,2012,Second Owner,Petrol,MANUAL,17-08-2021,4.6
MarutiErtigaVDI,768899,59847,2017,First Owner,Diesel,MANUAL,26-05-2021,4.2
HondaCivic1.8V,131299,80103,2007,Second Owner,Petrol,MANUAL,09-09-2021,4
MarutiAlto800LXI,286399,39380,2017,First Owner,Petrol,MANUAL,06-01-2021,4.8
HondaCityVXMT,524199,95461,2014,First Owner,Diesel,MANUAL,Expired,4
MarutiWagonRDuoLXI,183099,197377,2009,First Owner,Petrol + LPG,MANUAL,Expired,3.7
HyundaiVernaFLUIDIC1.6EX,351399,34760,2011,Second Owner,Petrol,MANUAL,Expired,4.3
MarutiSwiftDzireVDI,443699,43507,2015,First Owner,Diesel,HR51,Zero_Dep,4.6
MarutiSwiftDzireVDIBS,364599,94644,2012,First Owner,Diesel,MANUAL,27-11-2021,4.2
HyundaiGRANDI10NIOSSPORTZ1.2,722328,8719,2019,First Owner,Petrol,KA51,Zero Depreciation,4.9
HyundaiGrandi10SPORTS1.2,379099,54323,2015,First Owner,Petrol,MANUAL,08-12-2021,4.3
ToyotaEtios,343073,87966,2011,First Owner,Petrol,MANUAL,23-03-2021,4.4
HyundaiGrandi10Sportz(O)1.2,439399,23297,2017,First Owner,Petrol,DL14,Comp,4.8
MarutiWagonR1.0,353199,23233,2014,Second Owner,Petrol,MANUAL,29-04-2021,4.3
MarutiSwift,391874,77720,2013,First Owner,Diesel,MANUAL,Insurance Expired,4.3
HondaCRV2.4AT4WD,944299,115886,2014,Third Owner,Petrol,HR12,Comp,4.3
HyundaiElitei20SPORTZ,585599,26073,2017,First Owner,Diesel,MANUAL,Expired,4.4
MarutiDzireZXI,685899,30348,2017,First Owner,Petrol,AUTOMATIC,22-09-2021,4.6
HondaJazz1.2V,515199,13647,2016,First Owner,Petrol,MANUAL,11-07-2021,4.9
MarutiDzireZXI,719099,7266,2019,First Owner,Petrol,AUTOMATIC,06-06-2021,4.8
HyundaiGrandi10MAGNA1.2KAPPA,390699,41443,2016,First Owner,Petrol + CNG,MANUAL,07-04-2021,4.7
MarutiSwiftVDI,474899,66450,2015,First Owner,Diesel,MANUAL,21-03-2021,4.5
MarutiRitz,314799,93555,2009,First Owner,Petrol,MANUAL,04-01-2021,4.4
MarutiBalenoSIGMA1.2,560885,28156,2015,Second Owner,Petrol,MANUAL,30-09-2020,4.5
Hyundaii10MAGNA1.2,264370,31299,2010,First Owner,Petrol,MANUAL,09-05-2021,4.3
HondaCity1.5EMT,204801,93505,2010,First Owner,Petrol,MH01,Expired,4.1
HyundaiXcentS,393699,151230,2015,First Owner,Petrol + CNG,MANUAL,07-02-2021,4.1
HyundaiGrandi10SPORTZ1.2KAPPA,395599,53063,2016,First Owner,Petrol,MANUAL,09-10-2021,4.4
VolkswagenPassatHIGHLINE,646399,80345,2012,First Owner,Diesel,AUTOMATIC,29-03-2021,4.2
MarutiWagonR1.0LXI,244899,114593,2011,Second Owner,Petrol + CNG,MANUAL,Expired,3.9
VolkswagenPoloTRENDLINE1.2L,189769,91905,2010,Second Owner,Petrol,MANUAL,11-04-2021,4.2
MarutiEeco5STRCNGWITHAC,378099,21487,2018,First Owner,Petrol + CNG,MANUAL,23-02-2021,4.7
MarutiBalenoDELTA1.2,619379,21125,2019,First Owner,Petrol,MANUAL,15-05-2021,4.9
HyundaiEonMAGNA,371470,25439,2017,First Owner,Petrol,MANUAL,Expired,4.1
MarutiWagonR1.0VXIOPT,348699,42270,2016,First Owner,Petrol,AUTOMATIC,04-08-2021,4.5
MarutiVitaraBrezza,723699,48081,2018,First Owner,Diesel,MANUAL,17-10-2021,4.7
Hyundaii10MAGNA1.1,223099,116240,2008,First Owner,Petrol,MANUAL,30-03-2021,3.9
MarutiCelerioVXI,400199,35251,2017,Second Owner,Petrol,AUTOMATIC,08-11-2020,4.6
MarutiBalenoALPHADDIS,648780,107803,2016,First Owner,Diesel,MANUAL,Expired,4.5
ToyotaEtiosLivaG,323599,60701,2014,First Owner,Petrol,MANUAL,26-02-2021,4.3
MarutiSwift,745853,14598,2019,First Owner,Petrol,MANUAL,24-02-2021,4.9
MarutiSwiftDzireVXI1.2BS,384799,80710,2013,Second Owner,Petrol,MANUAL,16-02-2021,4.3
MarutiSwift,370099,124969,2014,First Owner,Diesel,MANUAL,17-09-2021,4.5
MarutiBalenoDELTA1.2,624599,18822,2017,First Owner,Petrol,MANUAL,27-04-2021,4.7
MarutiEeco7,387099,44983,2018,First Owner,Petrol + CNG,MANUAL,Expired,3.8
MarutiVitaraBrezza,677870,43573,2017,First Owner,Diesel,MANUAL,07-03-2020,4.6
ToyotaEtios,325099,29045,2011,First Owner,Petrol,MANUAL,08-04-2021,4.6
FordEcosport1.5TITANIUMTI,708799,10719,2017,First Owner,Petrol,MANUAL,28-08-2021,4.6
ToyotaFortuner3.0MT,1214099,166542,2012,First Owner,Diesel,MANUAL,08-06-2021,4.4
Hyundaii20MAGNAO,326999,48976,2013,Second Owner,Petrol,MANUAL,Expired,4.2
MarutiSwift,263899,56487,2011,First Owner,Petrol,MANUAL,Expired,4.2
HyundaiGrandi10MAGNA1.2,445599,27183,2015,First Owner,Petrol,MANUAL,08-03-2021,4.3
MarutiAlto,153399,59696,2009,First Owner,Petrol,MANUAL,26-02-2021,4.3
MarutiAlto,95499,65053,2007,First Owner,Petrol,MANUAL,21-10-2021,4.2
MarutiWagonR1.0,329199,11065,2013,First Owner,Petrol,MANUAL,01-01-2022,4.5
HyundaiCreta1.6E+,768899,61859,2017,First Owner,Petrol,MANUAL,Expired,4.2
VolkswagenPoloTRENDLINE1.2L,228799,104895,2010,First Owner,Petrol,MANUAL,19-08-2021,4.2
MarutiWagonR1.0VXI,370199,35355,2015,Second Owner,Petrol,AUTOMATIC,09-08-2021,4.5
MarutiAltoK10,223899,116848,2013,First Owner,Petrol,MANUAL,09-04-2021,3.7
HyundaiCreta1.4EPLUS,897299,45574,2016,First Owner,Diesel,DL8C,Zero_Dep,4.6
JeepCompassLIMITED1.4,1156099,73227,2017,First Owner,Petrol,AUTOMATIC,Expired,4.3
BMW3Series320D,1082099,83797,2012,Second Owner,Diesel,AUTOMATIC,27-11-2021,4.3
MarutiWagonR1.0LXI,303399,100032,2015,First Owner,Petrol + CNG,MANUAL,04-05-2021,4.2
Hyundaii10,125470,72738,2008,First Owner,Petrol,MANUAL,03-03-2021,4.2
HondaJazz1.2V,673199,19363,2017,First Owner,Petrol,AUTOMATIC,24-10-2021,4.8
HondaCitySMT,219699,49649,2010,First Owner,Petrol,MANUAL,15-09-2021,4.1
MarutiCiaz,511599,125241,2014,First Owner,Diesel,MANUAL,11-02-2021,4.1
MarutiAltoLXI,472199,20058,2019,First Owner,Petrol + CNG,MANUAL,29-10-2022,4.8
MarutiSwift,373499,79467,2014,First Owner,Petrol,MANUAL,24-01-2022,4.3
MarutiWagonR1.0LXI,255899,68974,2012,First Owner,Petrol + CNG,MANUAL,31-01-2022,4.2
